2019-01-02,CCPR3,CYRE COM-CCP,R$,8.70,8.70,8.55,8.69
2019-01-02,CCRO3,CCR SA,R$,11.28,12.14,11.28,11.76
2019-01-02,CCXC3,CCX CARVAO,R$,3.70,3.87,3.57,3.67
2019-01-02,CEDO4,CEDRO,R$,6.00,6.00,6.00,6.00
2019-01-02,CEEB3,COELBA,R$,26.60,26.60,26.60,26.60
2019-01-02,CELP3,CELPA,R$,2.42,2.48,2.23,2.33
2019-01-02,CELP5,CELPA,R$,4.60,5.00,4.60,4.69
2019-01-02,CELP7,CELPA,R$,3.33,3.33,3.33,3.33
2019-01-02,CESP3,CESP,R$,20.33,20.75,19.82,20.27
2019-01-02,CESP5,CESP,R$,20.28,20.30,20.28,20.29
2019-01-02,CESP6,CESP,R$,21.58,21.93,21.57,21.80
2019-01-02,CGAS3,COMGAS,R$,61.00,62.80,60.00,61.93
2019-01-02,CGAS5,COMGAS,R$,58.99,60.36,58.04,59.78
2019-01-02,CGRA3,GRAZZIOTIN,R$,23.00,23.49,23.00,23.22
2019-01-02,CGRA4,GRAZZIOTIN,R$,23.55,23.99,23.31,23.62
2019-01-02,CHVX34,CHEVRON,R$,211.20,211.20,209.99,211.11
2019-01-02,CIEL3,CIELO,R$,9.00,9.76,8.96,9.45
2019-01-02,CLGN34,CELGENE CORP,R$,254.68,254.68,254.68,254.68
2019-01-02,CLSC4,CELESC,R$,49.80,49.99,48.59,49.54
2019-01-02,CMCS34,COMCAST,R$,130.59,131.50,130.59,131.48
2019-01-02,CMIG3,CEMIG,R$,15.19,15.74,14.97,15.45
2019-01-02,CMIG4,CEMIG,R$,13.85,14.60,13.80,14.30
2019-01-02,COCA34,COCA COLA,R$,180.26,180.26,180.26,180.26
2019-01-02,COCE3,COELCE,R$,39.90,39.90,39.90,39.90
2019-01-02,COCE5,COELCE,R$,48.00,48.00,47.25,47.77
2019-01-02,COLG34,COLGATE,R$,225.94,225.94,225.94,225.94
2019-01-02,COPH34,COPHILLIPS,R$,60.57,60.57,60.57,60.57
2019-01-02,COWC34,COSTCO,R$,194.10,194.10,194.10,194.10
2019-01-02,CPFE3,CPFL ENERGIA,R$,28.70,28.95,28.60,28.79
2019-01-02,CPLE3,COPEL,R$,31.40,31.40,29.77,30.15
2019-01-02,CPLE6,COPEL,R$,30.55,31.46,30.39,30.98
2019-01-02,CPRE3,CPFL RENOVAV,R$,15.90,16.64,15.72,16.14
2019-01-02,CRDE3,CR2,R$,19.99,19.99,19.98,19.98
2019-01-02,CRFB3,CARREFOUR BR,R$,17.90,19.10,17.90,18.77
2019-01-02,CRIV3,ALFA FINANC,R$,4.30,4.30,4.30,4.30
2019-01-02,CRPG5,CRISTAL,R$,34.89,35.40,34.60,34.87
2019-01-02,CRPG6,CRISTAL,R$,33.22,33.60,33.00,33.39
2019-01-02,CSAN3,COSAN,R$,33.39,36.00,33.26,35.32
2019-01-02,CSMG3,COPASA,R$,61.20,64.31,60.60,63.30
2019-01-02,CSNA3,SID NACIONAL,R$,8.77,9.32,8.70,9.04
2019-01-02,CSRN3,COSERN,R$,16.30,16.50,16.30,16.37
2019-01-02,CSRN5,COSERN,R$,16.40,16.40,16.40,16.40
2019-01-02,CTGP34,CITIGROUP,R$,204.89,204.89,204.89,204.89
2019-01-02,CTKA4,KARSTEN,R$,3.40,3.80,3.40,3.50
2019-01-02,CTNM3,COTEMINAS,R$,8.08,8.88,8.08,8.48
2019-01-02,CTNM4,COTEMINAS,R$,7.50,8.14,7.50,7.87
2019-01-02,CTSA3,SANTANENSE,R$,4.68,4.69,4.55,4.68
2019-01-02,CTSA4,SANTANENSE,R$,7.04,7.50,6.43,6.88
2019-01-02,CTSH34,COGNIZANT,R$,242.50,242.50,242.50,242.50
2019-01-02,CVCB3,CVC BRASIL,R$,61.19,61.73,60.74,61.13
2019-01-02,CVSH34,CVS HEALTH,R$,124.30,125.72,124.30,125.68
2019-01-02,CYRE3,CYRELA REALT,R$,15.70,15.89,15.30,15.77
2019-01-02,DEAI34,DELTA,R$,191.41,191.41,191.41,191.41
2019-01-02,DIRR3,DIRECIONAL,R$,7.68,8.22,7.61,7.97
2019-01-02,DISB34,WALT DISNEY,R$,413.31,413.31,413.31,413.31
2019-01-02,DMMO3,DOMMO,R$,.99,.99,.96,.97
2019-01-02,DTEX3,DURATEX,R$,11.90,12.22,11.89,12.08
2019-01-02,EALT4,ACO ALTONA,R$,4.39,4.41,4.20,4.34
2019-01-02,ECOR3,ECORODOVIAS,R$,9.47,9.72,9.36,9.59
2019-01-02,EGIE3,ENGIE BRASIL,R$,33.35,34.45,33.28,34.00
2019-01-02,EKTR4,ELEKTRO,R$,19.40,19.60,19.40,19.54
2019-01-02,ELEK4,ELEKEIROZ,R$,12.00,12.00,12.00,12.00
2019-01-02,ELET3,ELETROBRAS,R$,24.29,29.25,24.16,28.00
2019-01-02,ELET5,ELETROBRAS,R$,29.85,33.90,29.85,32.18
2019-01-02,ELET6,ELETROBRAS,R$,28.19,32.26,28.00,31.12
2019-01-02,ELPL3,ELETROPAULO,R$,31.20,33.54,31.12,31.68
2019-01-02,EMAE4,EMAE,R$,18.40,18.65,18.01,18.24
2019-01-02,EMBR3,EMBRAER,R$,21.67,21.95,21.38,21.63
2019-01-02,ENBR3,ENERGIAS BR,R$,14.00,14.40,13.98,14.21
2019-01-02,ENEV3,ENEVA,R$,16.00,16.89,16.00,16.68
2019-01-02,ENGI3,ENERGISA,R$,8.10,8.60,8.10,8.44
2019-01-02,ENGI4,ENERGISA,R$,7.36,7.48,7.27,7.36
2019-01-02,ENGI11,ENERGISA,R$,37.33,38.25,37.08,37.94
2019-01-02,ENMA3B,CEMAR,R$,32.00,32.00,32.00,32.00
2019-01-02,ENMT3,ENERGISA MT,R$,19.00,20.30,19.00,19.33
2019-01-02,EQTL3,EQUATORIAL,R$,74.54,76.40,73.93,75.43
2019-01-02,ESTC3,ESTACIO PART,R$,23.55,25.55,23.46,24.91
2019-01-02,EUCA4,EUCATEX,R$,4.30,4.31,4.19,4.26
2019-01-02,EVEN3,EVEN,R$,6.00,6.15,5.95,6.09
2019-01-02,EXXO34,EXXON MOBIL,R$,65.96,65.96,65.96,65.96
2019-01-02,EZTC3,EZTEC,R$,25.01,26.17,24.73,25.58
2019-01-02,FBOK34,FACEBOOK,R$,250.01,260.95,248.27,259.52
2019-01-02,FESA3,FERBASA,R$,26.35,26.35,26.35,26.35
2019-01-02,FESA4,FERBASA,R$,20.45,21.14,20.36,20.62
2019-01-02,FHER3,FER HERINGER,R$,4.59,4.83,4.49,4.69
2019-01-02,FIBR3,FIBRIA,R$,67.60,68.23,66.93,67.59
2019-01-02,FJTA3,FORJA TAURUS,R$,6.01,7.21,5.70,6.42
2019-01-02,FJTA4,FORJA TAURUS,R$,4.78,5.98,4.78,5.20
2019-01-02,FLRY3,FLEURY,R$,19.69,20.39,19.65,20.11
2019-01-02,FRAS3,FRAS-LE,R$,4.60,4.83,4.60,4.76
2019-01-02,GBIO33,BIOTOSCANA,R$,8.39,8.68,8.20,8.48
2019-01-02,GFSA3,GAFISA,R$,16.88,16.95,16.50,16.82
2019-01-02,GGBR3,GERDAU,R$,12.35,12.50,11.98,12.31
2019-01-02,GGBR4,GERDAU,R$,14.80,15.43,14.57,15.15
2019-01-02,GILD34,GILEAD,R$,122.13,122.13,122.13,122.13
2019-01-02,GNDI3,INTERMEDICA,R$,29.08,29.72,29.02,29.52
2019-01-02,GOAU3,GERDAU MET,R$,7.38,7.59,7.35,7.45
2019-01-02,GOAU4,GERDAU MET,R$,6.93,7.25,6.85,7.14
2019-01-02,GOGL34,ALPHABET,R$,161.71,161.71,159.55,160.97
2019-01-02,GOGL35,ALPHABET,R$,160.66,160.66,160.66,160.66
2019-01-02,GOLL4,GOL,R$,25.08,25.62,24.95,25.31
2019-01-02,GPIV33,GP INVEST,R$,4.62,4.62,4.60,4.61
2019-01-02,GPSI34,GAP,R$,98.58,98.58,98.58,98.58
2019-01-02,GRND3,GRENDENE,R$,8.20,8.31,8.13,8.25
2019-01-02,GSGI34,GOLDMANSACHS,R$,65.75,65.75,65.75,65.75
2019-01-02,GSHP3,GENERALSHOPP,R$,6.25,6.26,5.72,5.94
2019-01-02,GUAR3,GUARARAPES,R$,163.70,166.19,163.00,164.77
2019-01-02,GUAR4,GUARARAPES,R$,162.73,165.00,160.01,163.87
2019-01-02,HAGA4,HAGA S/A,R$,1.60,1.61,1.60,1.60
2019-01-02,HAPV3,HAPVIDA,R$,31.29,31.96,30.64,31.07
2019-01-02,HBOR3,HELBOR,R$,1.51,1.60,1.50,1.55
2019-01-02,HBTS5,HABITASUL,R$,8.99,10.00,8.99,9.49
2019-01-02,HETA4,HERCULES,R$,6.82,6.82,6.82,6.82
2019-01-02,HGTX3,CIA HERING,R$,29.30,30.50,28.97,30.11
2019-01-02,HOME34,HOME DEPOT,R$,330.41,330.41,330.41,330.41
2019-01-02,HPQB34,HP COMPANY,R$,79.16,79.16,79.16,79.16
2019-01-02,HYPE3,HYPERA,R$,30.29,31.44,30.20,31.00
2019-01-02,IBMB34,IBM,R$,439.98,439.98,439.98,439.98
2019-01-02,IDNT3,IDEIASNET,R$,5.91,6.00,5.68,5.77
2019-01-02,IDVL3,INDUSVAL,R$,1.50,1.50,1.47,1.48
2019-01-02,IDVL4,INDUSVAL,R$,.71,.71,.68,.69
2019-01-02,IGTA3,IGUATEMI,R$,41.55,42.70,41.26,42.17
2019-01-02,IRBR3,IRBBRASIL RE,R$,83.44,84.99,82.62,83.61
2019-01-02,ITLC34,INTEL,R$,180.91,180.91,180.91,180.91
2019-01-02,ITSA3,ITAUSA,R$,13.39,13.85,13.37,13.57
2019-01-02,ITSA4,ITAUSA,R$,12.11,12.70,12.08,12.50
2019-01-02,ITUB3,ITAUUNIBANCO,R$,30.05,32.27,30.05,31.65
2019-01-02,ITUB4,ITAUUNIBANCO,R$,35.44,37.14,35.35,36.48
2019-01-02,JBDU3,J B DUARTE,R$,9.80,9.80,9.80,9.80
2019-01-02,JBDU4,J B DUARTE,R$,10.50,10.50,10.50,10.50
2019-01-02,JBSS3,JBS,R$,11.58,12.04,11.38,11.86
2019-01-02,JFEN3,JOAO FORTES,R$,3.30,3.67,3.30,3.35
2019-01-02,JHSF3,JHSF PART,R$,1.90,2.00,1.89,1.97
2019-01-02,JNJB34,JOHNSON,R$,489.07,489.07,489.07,489.07
2019-01-02,JPSA3,JEREISSATI,R$,22.80,23.78,22.80,23.42
2019-01-02,JSLG3,JSL,R$,7.00,7.28,6.70,7.07
2019-01-02,KEPL3,KEPLER WEBER,R$,14.79,15.44,14.79,15.15
2019-01-02,KHCB34,KRAFT HEINZ,R$,166.10,166.68,166.10,166.17
2019-01-02,KLBN3,KLABIN S/A,R$,4.48,4.66,4.42,4.55
2019-01-02,KLBN4,KLABIN S/A,R$,2.87,2.99,2.86,2.93
2019-01-02,KLBN11,KLABIN S/A,R$,15.88,16.67,15.83,16.38
2019-01-02,KROT3,KROTON,R$,8.94,9.47,8.88,9.29
2019-01-02,LAME3,LOJAS AMERIC,R$,15.00,15.21,14.81,15.03
2019-01-02,LAME4,LOJAS AMERIC,R$,19.70,19.90,19.38,19.66
2019-01-02,LCAM3,LOCAMERICA,R$,37.68,39.19,36.51,38.35
2019-01-02,LEVE3,METAL LEVE,R$,24.65,26.24,24.65,25.79
2019-01-02,LIGT3,LIGHT S/A,R$,16.56,16.86,16.31,16.59
2019-01-02,LILY34,LILLY,R$,218.48,218.48,218.48,218.48
2019-01-02,LINX3,LINX,R$,33.08,34.78,32.45,33.86
2019-01-02,LIQO3,LIQ,R$,.82,.93,.80,.88
2019-01-02,LLIS3,LE LIS BLANC,R$,27.39,28.50,27.39,27.97
2019-01-02,LMTB34,LOCKHEED,R$,1007.54,1007.54,1007.54,1007.54
2019-01-02,LOGG3,LOG COM PROP,R$,18.27,18.40,16.66,17.04
2019-01-02,LOGN3,LOG-IN,R$,7.90,8.27,7.79,8.10
2019-01-02,LPSB3,LOPES BRASIL,R$,6.32,6.54,6.31,6.40
2019-01-02,LREN3,LOJAS RENNER,R$,42.00,43.91,42.00,43.22
2019-01-02,MACY34,MACY S,R$,117.33,117.33,117.33,117.33
2019-01-02,MAGG3,MAGNESITA SA,R$,54.00,55.50,54.00,54.74
2019-01-02,MCDC34,MCDONALDS,R$,169.78,169.78,167.50,169.04
2019-01-02,MDIA3,M.DIASBRANCO,R$,43.60,45.36,43.09,44.79
2019-01-02,MDLZ34,MONDELEZ INT,R$,76.18,76.18,76.18,76.18
2019-01-02,MDTC34,MEDTRONIC,R$,167.99,167.99,167.99,167.99
2019-01-02,MEAL3,IMC S/A,R$,7.08,7.14,6.90,6.98
2019-01-02,METB34,METLIFE INC,R$,159.31,159.31,159.31,159.31
2019-01-02,MGEL4,MANGELS INDL,R$,5.44,5.44,5.00,5.06
2019-01-02,MGLU3,MAGAZ LUIZA,R$,180.42,185.99,179.03,183.98
2019-01-02,MILS3,MILLS,R$,4.26,4.45,4.13,4.33
2019-01-02,MMMC34,3M,R$,181.61,181.61,181.61,181.61
2019-01-02,MNDL3,MUNDIAL,R$,27.00,27.00,27.00,27.00
2019-01-02,MNPR3,MINUPAR,R$,2.29,2.30,2.28,2.28
2019-01-02,MOSC34,MOSAIC CO,R$,56.09,56.09,56.09,56.09
2019-01-02,MOVI3,MOVIDA,R$,8.60,9.05,8.52,8.86
2019-01-02,MPLU3,MULTIPLUS,R$,25.09,25.10,24.82,24.92
2019-01-02,MRCK34,MERCK,R$,287.78,287.78,287.78,287.78
2019-01-02,MRFG3,MARFRIG,R$,5.48,5.65,5.44,5.56
2019-01-02,MRVE3,MRV,R$,12.39,12.82,12.34,12.61
2019-01-02,MSBR34,MORGAN STAN,R$,155.14,155.14,155.14,155.14
2019-01-02,MSCD34,MASTERCARD,R$,727.28,727.28,727.28,727.28
2019-01-02,MSFT34,MICROSOFT,R$,383.61,388.13,383.61,387.57
2019-01-02,MTSA4,METISA,R$,14.81,15.08,14.79,14.87
2019-01-02,MULT3,MULTIPLAN,R$,24.36,24.95,24.02,24.59
2019-01-02,MYPK3,IOCHP-MAXION,R$,23.80,24.26,23.38,24.03
2019-01-02,NATU3,NATURA,R$,45.00,46.89,44.80,46.01
2019-01-02,NFLX34,NETFLIX,R$,1016.08,1016.08,1016.08,1016.08
2019-01-02,NIKE34,NIKE,R$,283.11,284.32,283.11,284.06
2019-01-02,ODPV3,ODONTOPREV,R$,13.61,14.04,13.61,13.81
2019-01-02,OFSA3,OUROFINO S/A,R$,34.97,34.97,33.95,34.47
2019-01-02,OGXP3,OGX PETROLEO,R$,1.50,1.60,1.49,1.56
2019-01-02,OMGE3,OMEGA GER,R$,17.45,18.50,17.45,18.21
2019-01-02,PARD3,IHPARDINI,R$,18.97,19.66,18.43,18.73
2019-01-02,PCAR4,P.ACUCAR-CBD,R$,80.99,83.03,80.25,82.32
2019-01-02,PEAB3,PAR AL BAHIA,R$,37.58,37.58,37.58,37.58
2019-01-02,PEPB34,PEPSICO INC,R$,417.78,417.78,417.78,417.78
2019-01-02,PETR3,PETROBRAS,R$,25.41,26.95,25.10,26.31
2019-01-02,PETR4,PETROBRAS,R$,22.55,24.20,22.28,23.57
2019-01-02,PFIZ34,PFIZER,R$,164.93,165.02,164.93,164.93
2019-01-02,PFRM3,PROFARMA,R$,4.00,4.05,3.89,4.00
2019-01-02,PGCO34,PG,R$,347.73,347.73,347.24,347.70
2019-01-02,PINE4,PINE,R$,2.25,2.26,2.20,2.22
2019-01-02,PLAS3,PLASCAR PART,R$,8.40,9.00,8.40,8.88
2019-01-02,PMAM3,PARANAPANEMA,R$,1.40,1.42,1.38,1.40
2019-01-02,PNVL3,DIMED,R$,310.00,310.00,310.00,310.00
2019-01-02,PNVL4,DIMED,R$,220.00,220.00,220.00,220.00
2019-01-02,POMO3,MARCOPOLO,R$,3.25,3.29,3.17,3.26
2019-01-02,POMO4,MARCOPOLO,R$,4.07,4.25,4.05,4.17
2019-01-02,POSI3,POSITIVO TEC,R$,2.25,2.40,2.23,2.32
2019-01-02,PPLA11,PPLA,R$,1.45,1.49,1.45,1.47
2019-01-02,PRIO3,PETRORIO,R$,98.00,103.89,97.11,101.57
2019-01-02,PSSA3,PORTO SEGURO,R$,51.70,52.50,51.36,51.89
2019-01-02,PTBL3,PORTOBELLO,R$,5.17,5.41,5.15,5.27
2019-01-02,PTNT4,PETTENATI,R$,3.10,3.27,3.05,3.18
2019-01-02,QGEP3,QGEP PART,R$,9.35,10.80,9.35,10.21
2019-01-02,QUAL3,QUALICORP,R$,12.89,13.71,12.63,13.23
2019-01-02,RADL3,RAIADROGASIL,R$,57.00,57.75,56.17,57.04
2019-01-02,RAIL3,RUMO S.A.,R$,16.71,17.09,16.68,16.92
2019-01-02,RANI3,CELUL IRANI,R$,2.99,2.99,2.91,2.96
2019-01-02,RANI4,CELUL IRANI,R$,3.00,3.00,2.92,2.96
2019-01-02,RAPT3,RANDON PART,R$,6.79,6.79,6.52,6.72
2019-01-02,RAPT4,RANDON PART,R$,9.14,9.47,9.14,9.38
2019-01-02,RCSL3,RECRUSUL,R$,2.70,2.70,2.50,2.66
2019-01-02,RCSL4,RECRUSUL,R$,1.37,1.57,1.35,1.49
2019-01-02,RDNI3,RNI,R$,5.40,5.45,5.35,5.38
2019-01-02,REDE3,REDE ENERGIA,R$,6.94,6.98,6.90,6.90
2019-01-02,RENT3,LOCALIZA,R$,29.75,31.08,29.24,30.32
2019-01-02,RLOG3,COSAN LOG,R$,13.11,13.33,12.90,13.11
2019-01-02,RNEW3,RENOVA,R$,7.43,7.80,7.24,7.49
2019-01-02,RNEW4,RENOVA,R$,7.10,7.35,7.00,7.06
2019-01-02,RNEW11,RENOVA,R$,21.61,22.49,21.21,21.93
2019-01-02,ROMI3,INDS ROMI,R$,8.40,8.79,8.37,8.63
2019-01-02,ROST34,ROSS STORES,R$,159.09,159.09,159.09,159.09
2019-01-02,RSID3,ROSSI RESID,R$,5.31,5.44,5.13,5.34
2019-01-02,SANB3,SANTANDER BR,R$,22.41,23.90,22.41,23.08
2019-01-02,SANB4,SANTANDER BR,R$,20.85,22.57,20.72,21.44
2019-01-02,SANB11,SANTANDER BR,R$,42.76,46.16,42.76,45.12
2019-01-02,SAPR3,SANEPAR,R$,16.75,17.82,16.70,17.14
2019-01-02,SAPR4,SANEPAR,R$,10.56,10.95,10.38,10.74
2019-01-02,SAPR11,SANEPAR,R$,60.40,60.90,59.22,60.41
2019-01-02,SBSP3,SABESP,R$,31.96,34.85,31.28,33.80
2019-01-02,SBUB34,STARBUCKS,R$,244.75,245.22,244.75,245.17
2019-01-02,SCAR3,SAO CARLOS,R$,31.59,35.97,31.58,33.90
2019-01-02,SCHW34,SCHWAB,R$,159.63,159.63,159.63,159.63
2019-01-02,SEDU3,SOMOS EDUCA,R$,21.90,21.99,21.77,21.90
2019-01-02,SEER3,SER EDUCA,R$,15.55,16.40,15.55,16.06
2019-01-02,SGPS3,SPRINGS,R$,7.71,8.28,7.30,7.99
2019-01-02,SHOW3,TIME FOR FUN,R$,7.38,7.40,7.19,7.30
2019-01-02,SHUL4,SCHULZ,R$,6.99,7.17,6.90,7.05
2019-01-02,SLCE3,SLC AGRICOLA,R$,41.90,45.69,41.60,43.90
2019-01-02,SMLS3,SMILES,R$,42.92,44.15,42.42,43.47
2019-01-02,SMTO3,SAO MARTINHO,R$,17.66,18.80,17.52,18.37
2019-01-02,SNSL3,SENIOR SOL,R$,26.46,26.46,25.30,26.01
2019-01-02,SSBR3,SIERRABRASIL,R$,26.50,26.71,26.01,26.35
2019-01-02,STBP3,SANTOS BRP,R$,4.18,4.28,4.12,4.19
2019-01-02,SULA11,SUL AMERICA,R$,28.58,28.71,28.08,28.43
2019-01-02,SUZB3,SUZANO PAPEL,R$,37.95,39.49,37.56,38.54
2019-01-02,TAEE3,TAESA,R$,8.47,8.95,8.40,8.69
2019-01-02,TAEE4,TAESA,R$,7.60,7.75,7.50,7.65
2019-01-02,TAEE11,TAESA,R$,23.75,24.27,23.54,24.08
2019-01-02,TCSA3,TECNISA,R$,1.45,1.51,1.45,1.48
2019-01-02,TECN3,TECHNOS,R$,2.50,2.65,2.44,2.57
2019-01-02,TELB3,TELEBRAS,R$,30.00,30.00,30.00,30.00
2019-01-02,TELB4,TELEBRAS,R$,22.79,24.95,21.30,23.74
2019-01-02,TEND3,TENDA,R$,31.26,32.69,31.26,32.28
2019-01-02,TESA3,TERRA SANTA,R$,12.35,12.71,12.17,12.61
2019-01-02,TEXA34,TEXAS INC,R$,362.67,362.67,362.67,362.67
2019-01-02,TGMA3,TEGMA,R$,27.52,28.48,26.93,27.96
2019-01-02,TIET3,AES TIETE E,R$,2.05,2.07,2.00,2.04
2019-01-02,TIET4,AES TIETE E,R$,2.03,2.05,2.01,2.02
2019-01-02,TIET11,AES TIETE E,R$,10.05,10.25,10.05,10.14
2019-01-02,TIMP3,TIM PART S/A,R$,11.85,12.37,11.79,12.18
2019-01-02,TKNO4,TEKNO,R$,35.68,35.68,35.68,35.68
2019-01-02,TOTS3,TOTVS,R$,27.08,28.79,27.06,28.05
2019-01-02,TOYB4,TECTOY,R$,1.77,1.80,1.77,1.78
2019-01-02,TRIS3,TRISUL,R$,4.15,4.34,4.04,4.14
2019-01-02,TRPL3,TRAN PAULIST,R$,67.50,70.00,67.50,68.83
2019-01-02,TRPL4,TRAN PAULIST,R$,69.30,71.50,69.06,70.48
2019-01-02,TRPN3,TARPON INV,R$,2.31,2.34,2.23,2.28
2019-01-02,TUPY3,TUPY,R$,20.33,21.00,20.06,20.66
2019-01-02,TXRX4,TEX RENAUX,R$,1.62,1.81,1.62,1.80
2019-01-02,UCAS3,UNICASA,R$,2.75,2.90,2.73,2.83
2019-01-02,UGPA3,ULTRAPAR,R$,53.20,55.42,52.60,54.29
2019-01-02,UNIP3,UNIPAR,R$,37.50,38.20,37.00,37.66
2019-01-02,UNIP5,UNIPAR,R$,37.52,37.52,37.52,37.52
2019-01-02,UNIP6,UNIPAR,R$,36.87,38.27,36.70,37.74
2019-01-02,UPAC34,UNIONPACIFIC,R$,131.82,131.82,131.82,131.82
